207,42,736,40,736,65,208,67,0.99961925
528,425,656,429,656,446,527,443,0.99959975
143,331,864,330,864,354,144,354,0.9995615
416,419,528,419,528,436,415,436,0.9995598
160,491,432,495,432,516,159,512,0.99950576
159,166,848,163,848,189,160,192,0.99943835
320,186,848,189,848,213,319,210,0.99943787
159,461,656,457,656,476,160,479,0.9994081
160,474,656,478,656,496,159,493,0.9993949
144,354,848,354,848,376,143,376,0.99937767
687,444,800,442,800,477,688,479,0.9993704
256,416,336,418,336,433,255,432,0.999361
192,247,481,259,480,285,190,273,0.9993444
160,413,194,418,192,434,157,429,0.9993087
623,576,672,575,672,601,624,602,0.9993025
303,294,704,294,704,319,304,319,0.99930155
287,77,720,77,720,105,288,106,0.99928755
320,211,848,212,848,234,319,232,0.9992859
144,403,864,403,864,422,143,421,0.9992792
143,387,864,384,864,404,144,406,0.9992761
207,20,784,17,784,37,208,40,0.9992755
144,427,416,427,416,444,143,444,0.99927217
207,0,800,-2,800,18,208,20,0.9992705
143,443,656,442,656,461,144,462,0.99926955
271,140,832,139,832,167,272,168,0.99926883
287,105,720,102,720,128,288,131,0.99926823
207,567,464,566,464,607,208,608,0.99926716
623,554,656,552,656,573,624,574,0.9992638
271,233,864,232,864,256,272,258,0.9992505
