32,974,400,975,400,1002,31,1001,0.9996722
0,251,96,249,96,284,0,286,0.9996643
0,111,304,114,304,139,0,137,0.9996296
0,51,192,53,192,84,0,82,0.9996228
0,332,352,323,352,349,0,358,0.9996191
16,825,480,830,480,859,15,854,0.9996117
0,214,208,207,208,233,0,240,0.999605
-1,298,192,289,193,313,0,322,0.99959964
0,365,607,360,607,389,0,393,0.999579
32,915,480,918,480,947,31,944,0.9995783
0,407,368,398,368,422,0,431,0.9995664
0,17,128,19,128,45,0,43,0.99954873
0,184,607,184,607,207,0,208,0.9995478
0,439,607,434,607,464,0,468,0.99954283
0,469,384,463,384,491,0,497,0.99954224
15,722,607,720,607,745,16,748,0.9995383
15,692,607,688,607,714,16,719,0.9995297
0,573,607,568,607,596,0,601,0.9995295
16,856,480,860,480,889,15,884,0.9995278
0,601,607,596,607,625,0,630,0.99952626
0,83,320,89,320,114,0,107,0.999526
0,541,607,538,607,567,0,570,0.999522
0,155,607,156,607,180,0,179,0.9995148
0,632,607,628,607,655,0,658,0.99951446
0,500,208,495,208,521,0,526,0.9995136
16,885,480,888,480,917,15,914,0.9995097
558,113,607,110,608,134,560,137,0.9995086
0,793,607,795,607,826,0,824,0.99950457
0,662,607,658,607,684,0,689,0.9995035
0,750,480,750,480,777,0,777,0.9994925
560,49,609,53,607,85,557,81,0.9994912
16,942,480,949,480,978,15,971,0.99948955
443,939,576,853,644,959,512,1044,0.99948716
