159,86,640,74,640,95,160,107,0.99907565
432,456,544,460,544,478,431,473,0.9990638
159,172,624,164,624,184,160,192,0.9990551
446,566,576,555,577,573,448,584,0.9990134
159,110,640,100,640,122,160,133,0.9989969
368,555,448,557,448,573,367,571,0.99897504
160,133,432,135,432,154,159,153,0.9989681
447,548,592,541,592,560,448,567,0.99895346
159,193,624,185,624,204,160,212,0.998914
368,568,432,569,432,585,367,585,0.9988939
159,213,624,206,624,225,160,232,0.99887615
192,429,288,431,288,448,191,447,0.99887246
176,361,257,365,256,384,174,380,0.9988624
271,563,368,563,368,578,272,578,0.99884355
176,313,432,314,432,332,175,331,0.9988355
175,383,592,381,592,401,176,402,0.9988092
463,507,560,506,560,530,464,531,0.9988059
175,400,464,397,464,416,176,419,0.99879336
159,273,624,272,624,291,160,292,0.998789
159,0,624,-1,624,18,160,19,0.99878305
159,254,624,247,624,266,160,272,0.9987692
159,234,624,228,624,245,160,252,0.99876654
352,415,560,418,560,438,351,434,0.99875677
352,363,480,365,480,383,351,381,0.99874806
351,447,576,443,576,463,352,468,0.99873585
176,412,288,415,288,433,175,430,0.9987313
159,294,624,292,624,309,160,312,0.9987293
352,435,432,438,432,454,351,451,0.9986935
224,547,368,549,368,566,223,564,0.9986584
352,473,512,474,512,492,351,491,0.9986475
176,22,336,25,336,47,175,44,0.9986267
