48,40,256,45,256,73,47,68,0.9996996
239,253,368,250,368,272,240,275,0.9996891
64,647,192,651,192,669,63,666,0.9996809
80,76,352,81,352,104,79,99,0.99961156
127,460,192,460,192,476,128,476,0.99958974
191,454,607,451,607,468,192,470,0.99955636
319,358,592,352,592,370,320,375,0.999526
63,183,528,178,528,198,64,204,0.99948466
495,375,592,372,592,388,496,391,0.999464
96,361,368,364,368,381,95,378,0.99944645
47,337,560,330,560,349,48,355,0.9994311
79,232,528,223,528,247,80,256,0.99938786
47,124,448,122,448,139,48,141,0.9993524
47,416,607,410,607,427,48,433,0.99932635
47,142,464,141,464,158,48,159,0.9993036
47,317,400,315,400,333,48,335,0.9993031
47,435,607,431,607,448,48,452,0.99929404
48,589,607,590,607,609,47,608,0.99924254
48,358,96,358,96,374,47,374,0.99919313
47,397,607,392,607,410,48,415,0.99918073
64,277,112,279,112,294,63,292,0.9991541
47,205,512,203,512,221,48,224,0.9991117
47,569,607,568,607,587,48,588,0.9990532
48,609,576,611,576,629,47,627,0.99896955
47,511,607,510,607,529,48,530,0.9989574
48,-2,256,0,256,42,47,40,0.9989423
48,628,240,631,240,647,47,645,0.9989405
63,287,208,283,208,298,64,302,0.99891305
48,162,256,162,256,178,47,178,0.9988895
48,106,448,107,448,123,47,123,0.99888927
48,378,496,378,496,395,47,395,0.99887556
47,491,607,488,607,507,48,510,0.99882346
396,813,480,748,531,812,448,878,0.99881506
47,532,607,530,607,548,48,550,0.99876356
47,473,607,471,607,489,48,491,0.99866176
48,298,288,299,288,316,47,315,0.9986524
47,554,592,551,592,568,48,572,0.9985758
48,453,128,454,128,470,47,469,0.99856937
432,840,480,842,480,860,431,858,0.998558
