160,258,448,258,448,277,159,277,0.9991591
144,464,512,464,512,483,143,483,0.9991315
160,236,528,237,528,257,159,256,0.99907315
160,168,512,169,512,189,159,188,0.99890554
160,126,528,126,528,145,159,145,0.9988894
223,72,480,67,480,86,224,91,0.99887437
303,689,384,688,384,705,304,706,0.99884915
143,485,512,484,512,501,144,502,0.99884856
159,106,528,105,528,124,160,125,0.998838
160,715,368,720,368,738,159,733,0.99881256
304,747,480,748,480,768,303,767,0.99881196
143,312,544,310,544,329,144,330,0.99879515
160,680,226,688,224,706,157,698,0.99878865
304,772,400,772,400,788,303,787,0.9987795
159,701,480,699,480,717,160,718,0.99877864
143,398,528,398,528,420,144,420,0.9987614
160,147,448,149,448,166,159,164,0.9987576
272,7,400,8,400,29,271,27,0.99875546
304,730,448,731,448,749,303,748,0.9987463
383,801,448,799,448,819,384,821,0.99873835
143,532,512,531,512,547,144,548,0.99872845
143,560,496,560,496,575,144,576,0.99871314
144,607,512,611,512,627,143,623,0.99870276
144,624,496,627,496,643,143,640,0.99869436
160,211,480,213,480,230,159,229,0.99866545
143,575,512,572,512,587,144,591,0.99866545
255,649,352,648,352,665,256,666,0.9986651
159,421,288,420,288,438,160,438,0.99865997
159,332,512,331,512,350,160,351,0.99865735
144,547,512,547,512,563,143,562,0.99864584
128,23,560,25,560,48,127,46,0.9986381
191,834,464,828,464,847,192,853,0.9986319
443,723,480,715,484,736,448,744,0.9986237
143,505,368,501,368,517,144,521,0.9986161
144,639,288,640,288,656,143,655,0.99861574
159,354,528,351,528,370,160,373,0.998615
143,593,496,591,496,606,144,608,0.99860364
224,846,448,847,448,864,223,862,0.9986035
160,731,256,735,256,754,159,750,0.99859613
175,192,496,191,496,210,176,211,0.99858737
160,373,288,375,288,391,159,389,0.99852246
