cat_name,product_brand,product_name,product_url,product_rating,product_price,product_volume,product_img
Skin care,Versed Skincare,Game Over Acne Drying Treatment,https://www.beautypedia.com/products/game-over-acne-drying-treatment/?archive_search=%2Fskin-care%2F%3Fsize%3D96 ,2,$16.99,0.5 fl. oz.,https://www.beautypedia.com/wp-content/uploads/2019/11/Versed-Skincare-Logo.jpeg?w=300
Skin care,Versed Skincare,Daymaker Microcrystal Exfoliator,https://www.beautypedia.com/products/daymaker-microcrystal-exfoliator/?archive_search=%2Fskin-care%2F%3Fsize%3D96 ,4,$16.99,3.0 fl. oz.,https://www.beautypedia.com/wp-content/uploads/2019/11/Versed-Skincare-Logo.jpeg?w=300
Skin care,Versed Skincare,Back Up Plan Acne Control Body Mist,https://www.beautypedia.com/products/back-up-plan-acne-control-body-mist/?archive_search=%2Fskin-care%2F%3Fsize%3D96 ,3,$14.99,3.0 fl. oz.,https://www.beautypedia.com/wp-content/uploads/2019/11/Versed-Skincare-Logo.jpeg?w=300
Skin care,Neutrogena,Bright Boost Overnight Recovery Gel Cream,https://www.beautypedia.com/products/bright-boost-overnight-recovery-gel-cream/?archive_search=%2Fskin-care%2F%3Fsize%3D96 ,2,$26.99,1.7 fl. oz.,https://www.beautypedia.com/wp-content/uploads/2020/09/Neutrogena-Bright-Boost-Overnight-Recovery-Gel-Cream.jpg?w=300
Skin care,Neutrogena,"Rapid Tone Repair Correcting Cream for Face, Neck, & Chest",https://www.beautypedia.com/products/rapid-tone-repair-soothing-cream-for-face-neck-chest/?archive_search=%2Fskin-care%2F%3Fsize%3D96 ,2,$35.49,1.7 fl. oz.,https://www.beautypedia.com/wp-content/uploads/2020/09/Neutrogena-Rapid-Tone-Repair-Correcting-Cream.jpg?w=300
Skin care,Kylie Skin,Hydrating Face Mask,https://www.beautypedia.com/products/hydrating-face-mask/?archive_search=%2Fskin-care%2F%3Fsize%3D96 ,5,$34.00,3.0 fl. oz.,https://www.beautypedia.com/wp-content/uploads/2019/06/kylie-skin-logo.jpg?w=300
Skin care,Kylie Skin,Broad Spectrum SPF 30 Sunscreen Oil,https://www.beautypedia.com/products/broad-spectrum-spf-30-sunscreen-oil/?archive_search=%2Fskin-care%2F%3Fsize%3D96 ,2,$32.00,3.9 fl. oz.,https://www.beautypedia.com/wp-content/uploads/2019/06/kylie-skin-logo.jpg?w=300
Skin care,Neutrogena,Hydro Boost Night Pressed Serum,https://www.beautypedia.com/products/hydro-boost-night-pressed-serum/?archive_search=%2Fskin-care%2F%3Fsize%3D96 ,3,$22.99,1.7 fl. oz.,https://www.beautypedia.com/wp-content/uploads/2020/09/Neutrogena-Hydro-Boost-Night-Pressed-Serum.jpg?w=300
Skin care,Neutrogena,Hydro Boost Hyaluronic Acid Serum,https://www.beautypedia.com/products/hydro-boost-hyaluronic-acid-serum/?archive_search=%2Fskin-care%2F%3Fsize%3D96 ,4,$23.99,1.0 fl. oz.,https://www.beautypedia.com/wp-content/uploads/2020/09/Neutrogena-Hydro-Boost-Hyaluronic-Acid-Serum.jpg?w=300
Skin care,Follain Skin Care,Clarifying Spot Gel: Oil Control,https://www.beautypedia.com/products/clarifying-spot-gel-oil-control/?archive_search=%2Fskin-care%2F%3Fsize%3D96 ,2,$18.00,0.95 fl. oz.,https://www.beautypedia.com/wp-content/uploads/2020/09/Follain-Clarifying-Spot-Gel-Oil-Control.jpg?w=300
Skin care,Follain Skin Care,Mattifying Moisturizer: Oil Control,https://www.beautypedia.com/products/mattifying-moisturizer-oil-control/?archive_search=%2Fskin-care%2F%3Fsize%3D96 ,3,$28.00,1.7 fl. oz.,https://www.beautypedia.com/wp-content/uploads/2020/09/Follain-Mattifying-Moisturizer-Oil-Control.jpg?w=300
Skin care,Topicals,Like Butter Hydrating Mask,https://www.beautypedia.com/products/like-butter-hydrating-mask/?archive_search=%2Fskin-care%2F%3Fsize%3D96 ,5,$32.00,1.7 fl. oz.,https://www.beautypedia.com/wp-content/uploads/2020/09/Topicals-Brand-Logo.jpg?w=300
Skin care,Topicals,Faded Brightening & Clearing Gel,https://www.beautypedia.com/products/faded-brightening-clearing-gel/?archive_search=%2Fskin-care%2F%3Fsize%3D96 ,5,$36.00,1.7 fl. oz.,https://www.beautypedia.com/wp-content/uploads/2020/09/Topicals-Brand-Logo.jpg?w=300
Skin care,Clinique,All About Clean All-in-One Cleansing Micellar Milk + Makeup Remover for Very Dry to Dry/Combination Skin,https://www.beautypedia.com/products/all-about-clean-all-in-one-cleansing-micellar-milk-makeup-remover-for-very-dry-to-dry-combination-skin/?archive_search=%2Fskin-care%2F%3Fsize%3D96 ,2,$24.00,6.7 fl. oz.,https://www.beautypedia.com/wp-content/uploads/2018/07/A832E45B-BE27-42C9-8BA8-ABBF7B6B650F_clinique.gif?w=207
Skin care,Dermalogica,Retinol Clearing Oil,https://www.beautypedia.com/products/retinol-clearing-oil/?archive_search=%2Fskin-care%2F%3Fsize%3D96 ,3,$80.00,1.0 fl. oz.,https://www.beautypedia.com/wp-content/uploads/2020/09/Dermalogica-Retinol-Clearing-Oil.jpg?w=300
Skin care,Bite Beauty,Agave+ Weekly Lip Scrub,https://www.beautypedia.com/products/agave-weekly-lip-scrub/?archive_search=%2Fskin-care%2F%3Fsize%3D96 ,2,$22.00,0.7 fl. oz.,https://www.beautypedia.com/wp-content/uploads/2018/07/AB9A4BCC-C2EC-4AB4-9EEE-3C2D0B394647_Bite-Beauty-Logo.jpg?w=160
Skin care,Bite Beauty,Agave+ Nighttime Lip Therapy,https://www.beautypedia.com/products/agave-nighttime-lip-therapy/?archive_search=%2Fskin-care%2F%3Fsize%3D96 ,3,$24.00,0.5 fl. oz.,https://www.beautypedia.com/wp-content/uploads/2020/09/Bite-Beauty-Agave-Nighttime-Vegan-Lip-Therapy.jpg?w=254
Skin care,Ole Henriksen,C-Rush Brightening Gel-Crème,https://www.beautypedia.com/products/c-rush-brightening-gel-creme/?archive_search=%2Fskin-care%2F%3Fsize%3D96 ,2,$46.00,1.7 fl. oz.,https://www.beautypedia.com/wp-content/uploads/2020/09/Ole-Henriksen-C-Rush-Brightening-Gel-Creme.jpg?w=300
Skin care,Ole Henriksen,Banana Bright Vitamin C Serum,https://www.beautypedia.com/products/banana-bright-vitamin-c-serum/?archive_search=%2Fskin-care%2F%3Fsize%3D96 ,3,$65.00,1.0 fl. oz.,https://www.beautypedia.com/wp-content/uploads/2020/09/Ole-Henriksen-Banana-Bright-Vitamin-C-Serum.jpg?w=300
