,name,link,category,rating
937,lemon,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/lemon.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Fragrance: Synthetic and Fragrant Plant Extracts', 'Sensitizing']",Poor
938,lemon balm,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/lemon-balm.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Sensitizing', 'Fragrance: Synthetic and Fragrant Plant Extracts']",Poor
939,lemongrass extract,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/lemongrass-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Fragrance: Synthetic and Fragrant Plant Extracts', 'Sensitizing']",Poor
940,lemongrass oil,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/lemongrass-oil.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Fragrance: Synthetic and Fragrant Plant Extracts', 'Sensitizing']",Poor
941,lemon juice,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/lemon-juice.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Sensitizing']",Poor
942,lemon oil,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/lemon-oil.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Fragrance: Synthetic and Fragrant Plant Extracts', 'Sensitizing']",Poor
943,lentil fruit extract,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/lentil-fruit-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts', 'Skin-Softening']",Good
944,Lentinus edodes extract,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/lentinus-edodes-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Sensitizing', 'Antioxidants']",Average
945,Leontopodium alpinum (edelweiss) extract,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/leontopodium-alpinum-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Antioxidants', 'Plant Extracts']",Best
946,Leptospermum scoparium oil,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/leptospermum-scoparium-oil.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Antioxidants']",Good
947,leucine,https://www.paulaschoice.com/ingredient-dictionary/skin-replenishing/leucine.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Skin-Replenishing'],Good
948,leuconostoc/radish root ferment filtrate,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/leuconostoc-radish-root-ferment-filtrate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Preservatives']",Good
949,Levisticum officinale root extract,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/levisticum-officinale-root-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Sensitizing', 'Fragrance: Synthetic and Fragrant Plant Extracts']",Poor
950,licorice extract,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/licorice-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Plant Extracts', 'Antioxidants']",Best
951,licorice root,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/licorice-root.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Plant Extracts']",Best
952,Lilium candidum bulb extract,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/lilium-candidum-bulb-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Plant Extracts'],Average
953,lime oil and extract,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/lime-oil-and-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Sensitizing', 'Fragrance: Synthetic and Fragrant Plant Extracts']",Poor
954,Limnanthes alba,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/limnanthes-alba.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Skin-Softening']",Good
955,Limnanthes alba (meadowfoam) seed oil,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/meadowfoam-seed-oil.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Emollients', 'Skin-Soothing', 'Antioxidants']",Best
956,Limnanthes alba seed oil,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/limnanthes-alba-seed-oil.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Plant Extracts'],Good
957,limonene,https://www.paulaschoice.com/ingredient-dictionary/fragrance-synthetic-and-fragrant-plant-extracts/limonene.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Fragrance: Synthetic and Fragrant Plant Extracts', 'Sensitizing']",Poor
958,linalool,https://www.paulaschoice.com/ingredient-dictionary/fragrance-synthetic-and-fragrant-plant-extracts/linalool.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Fragrance: Synthetic and Fragrant Plant Extracts', 'Sensitizing']",Poor
959,linden flower extract,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/linden-flower-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",Best
960,linoleic acid,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/linoleic-acid.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Antioxidants', 'Skin-Restoring', 'Emollients']",Best
961,linolenic acid,https://www.paulaschoice.com/ingredient-dictionary/skin-restoring/linolenic-acid.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Restoring', 'Plant Extracts']",Best
962,Linum usitatissimum (linseed) seed oil,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/linseed-oil.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Plant Extracts'],Best
963,Linum usitatissimum extract,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/linum-usitatissimum-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Plant Extracts'],Best
964,lipid,https://www.paulaschoice.com/ingredient-dictionary/thickeners%2Femulsifiers/lipid.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Thickeners/Emulsifiers', 'Emollients', 'Skin-Replenishing']",Best
965,liposomes,https://www.paulaschoice.com/ingredient-dictionary/miscellaneous/liposomes.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Miscellaneous'],Good
966,lithium magnesium sodium silicate,https://www.paulaschoice.com/ingredient-dictionary/thickeners%2Femulsifiers/lithium-magnesium-sodium-silicate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Thickeners/Emulsifiers', 'Texture Enhancer', 'Absorbent']",Good
967,Lithospermum erythrorhizon,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/lithospermum-erythrorhizon.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Antioxidants', 'Plant Extracts']",Best
968,Litsea cubeba,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/litsea-cubeba.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Fragrance: Synthetic and Fragrant Plant Extracts', 'Sensitizing']",Poor
969,locust bean,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/locust-bean.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Texture Enhancer', 'Thickeners/Emulsifiers', 'Film-Forming/Holding Agents']",Good
970,Lonicera caprifolium flower extract,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/lonicera-caprifolium-flower-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Plant Extracts']",Best
971,Lonicera japonica,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/lonicera-japonica-.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Plant Extracts']",Best
972,Lonicera japonica flower extract,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/lonicera-japonica-flower-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Plant Extracts']",Best
973,loquat extract,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/loquat-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",Best
974,lotus seed extract,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/lotus-seed-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Antioxidants', 'Plant Extracts']",Best
975,lovage root extract,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/lovage-root-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Sensitizing']",Poor
976,lupine,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/lupine.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts', 'Emollients']",Best
977,lupine oil,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/lupine-oil.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Emollients', 'Plant Extracts']",Best
978,Lupinus albus (white lupine) seed oil,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/lupinus-albus-white-lupine-seed-oil.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Antioxidants', 'Plant Extracts']",Best
979,Lupinus albus extract,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/lupinus-albus-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Emollients', 'Plant Extracts']",Best
980,lutein,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/lutein.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Antioxidants'],Best
981,Lycium barbarum fruit extract,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/lycium-barbarum-fruit-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Skin-Softening']",Best
982,lycopene,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/lycopene.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Antioxidants'],Best
983,lye,https://www.paulaschoice.com/ingredient-dictionary/cleansing-agents/lye.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Cleansing Agents', 'Sensitizing']",Poor
984,lysine,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/lysine.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Skin-Replenishing']",Good
985,lysine HCI,https://www.paulaschoice.com/ingredient-dictionary/hydration/lysine-HCI.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Hydration'],Best
986,macadamia nut oil,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/macadamia-nut-oil.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Emollients']",Good
987,madecassoside,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/madecassoside.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",Best
988,magnesium,https://www.paulaschoice.com/ingredient-dictionary/absorbent/magnesium.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Absorbent'],Good
989,magnesium aluminum silicate,https://www.paulaschoice.com/ingredient-dictionary/thickeners%2Femulsifiers/magnesium-aluminum-silicate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Thickeners/Emulsifiers'],Good
990,magnesium ascorbyl palmitate,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/magnesium-ascorbyl-palmitate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Vitamins']",Good
991,magnesium ascorbyl phosphate,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/magnesium-ascorbyl-phosphate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Vitamins']",Best
992,magnesium aspartate,https://www.paulaschoice.com/ingredient-dictionary/skin-softening/magnesium-aspartate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Softening', 'Hydration']",Good
993,magnesium carbonate,https://www.paulaschoice.com/ingredient-dictionary/absorbent/magnesium-carbonate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Absorbent'],Good
994,magnesium hydroxide,https://www.paulaschoice.com/ingredient-dictionary/absorbent/magnesium-hydroxide.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Absorbent', 'Miscellaneous']",Good
995,magnesium laureth sulfate,https://www.paulaschoice.com/ingredient-dictionary/cleansing-agents/magnesium-laureth-sulfate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Cleansing Agents'],Good
996,magnesium oleth sulfate,https://www.paulaschoice.com/ingredient-dictionary/cleansing-agents/magnesium-oleth-sulfate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Cleansing Agents'],Good
997,magnesium palmitoyl glutamate,https://www.paulaschoice.com/ingredient-dictionary/skin-softening/magnesium-palmitoyl-glutamate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Skin-Softening'],Good
998,magnesium PCA,https://www.paulaschoice.com/ingredient-dictionary/hydration/magnesium-pca.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Hydration', 'Skin-Replenishing']",Best
999,magnesium stearate,https://www.paulaschoice.com/ingredient-dictionary/thickeners%2Femulsifiers/magnesium-stearate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Thickeners/Emulsifiers', 'Texture Enhancer']",Good
1000,magnesium sulfate,https://www.paulaschoice.com/ingredient-dictionary/texture-enhancer/magnesium-sulfate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Texture Enhancer'],Good
1001,Mahonia aquifolium root extract,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/mahonia-aquifolium-root-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",Good
1002,malic acid,https://www.paulaschoice.com/ingredient-dictionary/exfoliant/malic-acid.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Exfoliant'],Best
1003,mallow,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/mallow.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Texture Enhancer', 'Plant Extracts']",Best
1004,Malpighia emarginata (acerola) fruit extract,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/acerola-fruit-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Antioxidants']",Best
1005,maltodextrin,https://www.paulaschoice.com/ingredient-dictionary/thickeners/maltodextrin.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Thickeners', 'Film-Forming Agents', 'Absorbent']",Good
1006,maltooligosyl glucoside,https://www.paulaschoice.com/ingredient-dictionary/hydration/maltooligosyl-glucoside.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Hydration', 'Film-Forming Agents', 'Emulsifiers', 'Film-Forming/Holding Agents', 'Texture Enhancer']",Good
1007,malvaceae extract,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/malvaceae-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Plant Extracts'],Average
1008,Malva sylvestris extract,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/malva-sylvestris-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Antioxidants', 'Plant Extracts']",Good
1009,mandarin orange oil or extract,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/mandarin-orange-oil-or-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Sensitizing', 'Fragrance: Synthetic and Fragrant Plant Extracts']",Poor
1010,mandelic acid,https://www.paulaschoice.com/ingredient-dictionary/exfoliant/mandelic-acid.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Exfoliant'],Good
1011,manganese gluconate,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/manganese-gluconate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Antioxidants'],Average
1012,manganese violet,https://www.paulaschoice.com/ingredient-dictionary/coloring-agents%2Fpigments/manganese-violet.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Coloring Agents/Pigments'],Good
1013,Mangifera indica (mango) seed butter,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/mangifera-indica-%28mango%29-seed-butter.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Skin-Replenishing', 'Emollients']",Best
1014,Mangifera indica root,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/mangifera-indica-root.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",Good
1015,mannitol,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/mannitol.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",Good
1016,manuka oil,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/manuka-oil.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Antioxidants']",Good
1017,marigold,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/marigold.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Antioxidants', 'Plant Extracts']",Good
1018,marionberry,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/marionberry.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",Good
1019,marjoram,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/marjoram.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Fragrance: Synthetic and Fragrant Plant Extracts', 'Sensitizing']",Poor
1020,marshmallow,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/marshmallow.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Plant Extracts', 'Texture Enhancer']",Best
1021,Mastocarpus stellatus,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/mastocarpus-stellatus.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Texture Enhancer', 'Plant Extracts', 'Emollients']",Good
1022,mate extract,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/mate-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Antioxidants', 'Plant Extracts']",Best
1023,matricaria oil,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/matricaria-oil.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",Best
1024,MEA,https://www.paulaschoice.com/ingredient-dictionary/thickeners%2Femulsifiers/mea.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Thickeners/Emulsifiers'],Average
1025,meadowsweet extract,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/meadowsweet-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Plant Extracts']",Best
1026,Medicago sativa,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/medicago-sativa.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",Best
1027,Melaleuca alternifolia,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/melaleuca-alternifolia.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Antioxidants']",Good
1028,Melaleuca cajeputi oil,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/melaleuca-cajeputi-oil.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Sensitizing']",Poor
1029,Melia azadirachta (chinaberry) flower extract,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/melia-azadirachta-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",Best
1030,Melia azadirachta (chinaberry) leaf extract,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/melia-azadirachta-leaf-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Antioxidants']",Best
1031,Melia azadirachta oil,https://www.paulaschoice.com/ingredient-dictionary/sensitizing/melia-azadirachta.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Sensitizing'],Poor
1032,melibiose,https://www.paulaschoice.com/ingredient-dictionary/skin-replenishing/melibiose.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Skin-Replenishing'],Good
1033,Melissa officinalis,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/melissa-officinalis.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Sensitizing', 'Fragrance: Synthetic and Fragrant Plant Extracts']",Poor
1034,Mentha arvensis,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/mentha-arvensis.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Sensitizing']",Poor
1035,Mentha piperita,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/mentha-piperita.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Fragrance: Synthetic and Fragrant Plant Extracts', 'Sensitizing']",Poor
1036,Mentha spicata,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/mentha-spicata.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Sensitizing', 'Fragrance: Synthetic and Fragrant Plant Extracts']",Poor
1037,Mentha viridis,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/mentha-viridis.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Fragrance: Synthetic and Fragrant Plant Extracts', 'Sensitizing']",Poor
1038,menthol,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/menthol.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Fragrance: Synthetic and Fragrant Plant Extracts', 'Sensitizing']",Poor
1039,menthone,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/menthone.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Sensitizing', 'Fragrance: Synthetic and Fragrant Plant Extracts']",Poor
1040,menthoxypropanediol,https://www.paulaschoice.com/ingredient-dictionary/fragrance-synthetic-and-fragrant-plant-extracts/menthoxypropanediol.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Fragrance: Synthetic and Fragrant Plant Extracts', 'Sensitizing']",Poor
1041,menthyl anthranilate,https://www.paulaschoice.com/ingredient-dictionary/sunscreen-actives/menthyl-anthranilate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Sunscreen Actives'],Best
1042,menthyl lactate,https://www.paulaschoice.com/ingredient-dictionary/fragrance-synthetic-and-fragrant-plant-extracts/menthyl-lactate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Fragrance: Synthetic and Fragrant Plant Extracts', 'Sensitizing']",Poor
1043,meradmiate,https://www.paulaschoice.com/ingredient-dictionary/sunscreen-actives/meradmiate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Sunscreen Actives'],Best
1044,methanol,https://www.paulaschoice.com/ingredient-dictionary/sensitizing/methanol.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Sensitizing'],Poor
1045,methicone,https://www.paulaschoice.com/ingredient-dictionary/silicones/methicone.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Silicones', 'Emollients', 'Slip Agents']",Good
1046,methionine,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/methionine.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Skin-Replenishing']",Good
1047,methylchloroisothiazolinone,https://www.paulaschoice.com/ingredient-dictionary/preservatives/methylchloroisothiazolinone.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Preservatives', 'Sensitizing']",Poor
1048,methyldibromo glutaronitrile,https://www.paulaschoice.com/ingredient-dictionary/preservatives/methyldibromo-glutaronitrile.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Preservatives'],Poor
1049,methyldihydrojasmonate,https://www.paulaschoice.com/ingredient-dictionary/fragrance-synthetic-and-fragrant-plant-extracts/methyldihydrojasmonate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Fragrance: Synthetic and Fragrant Plant Extracts'],Poor
1050,methyl gluceth-20,https://www.paulaschoice.com/ingredient-dictionary/skin-softening/methyl-gluceth-20.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Skin-Softening'],Good
1051,methyl gluceth-20 benzoate,https://www.paulaschoice.com/ingredient-dictionary/emollients/methyl-gluceth-20-benzoate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Texture Enhancer', 'Emollients']",Good
1052,methyl glucose sesquistearate,https://www.paulaschoice.com/ingredient-dictionary/emollients/methyl-glucose-sesquistearate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Emollients', 'Skin-Softening']",Good
1053,methylglucoside phosphate,https://www.paulaschoice.com/ingredient-dictionary/skin-softening/methylglucoside-phosphate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Skin-Softening'],Good
1054,methylisothiazolinone,https://www.paulaschoice.com/ingredient-dictionary/preservatives/methylisothiazolinone.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Preservatives', 'Sensitizing']",Poor
1055,methylparaben,https://www.paulaschoice.com/ingredient-dictionary/preservatives/methylparaben.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Preservatives'],Good
1056,methylpropanediol,https://www.paulaschoice.com/ingredient-dictionary/miscellaneous/methylpropanediol.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Miscellaneous', 'Hydration']",Good
1057,methylsilanol mannuronate,https://www.paulaschoice.com/ingredient-dictionary/silicones/methylsilanol-mannuronate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Silicones', 'Emollients', 'Texture Enhancer']",Good
1058,methylsilanol PEG-7 glyceryl cocoate,https://www.paulaschoice.com/ingredient-dictionary/silicones/methylsilanol-peg-7-glyceryl-cocoate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Silicones', 'Emollients', 'Texture Enhancer']",Good
1059,methylsufonylsulfate,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/methylsufonylsulfate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Antioxidants'],Good
1060,methyl trimethicone,https://www.paulaschoice.com/ingredient-dictionary/silicones/methyl-trimethicone.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Silicones', 'Slip Agents', 'Emollients']",Good
1061,Mexoryl SX,https://www.paulaschoice.com/ingredient-dictionary/uncategorized/mexoryl-sx.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Uncategorized'],Best
1062,mica,https://www.paulaschoice.com/ingredient-dictionary/coloring-agents%2Fpigments/mica.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Coloring Agents/Pigments'],Good
1063,microcrystalline wax,https://www.paulaschoice.com/ingredient-dictionary/thickeners%2Femulsifiers/microcrystalline-wax.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Thickeners/Emulsifiers', 'Texture Enhancer']",Good
