cat_name,subcat_name,product_url,product_brand,product_name,product_score,product_img,ingredient_list
Babies,Baby Bubble Bath,https://www.ewg.org/skindeep/products/837498-Goddess_Garden_Organics_Baby_Relaxing_Bubble_Bath_/,Goddess Garden,Organics Baby Relaxing Bubble Bath,02,https://static.ewg.org/skindeep_images/8374/837498.jpg,"Water, Lavandula Angustifolia (Lavender) Flower Water*, Camellia Sinensis (Green Tea) Leaf Extract*, Decyl Glucoside, Aloe Barbadensis Inner Leaf Juice*, Chamomilla Recutita (Matricaria) Flower Water*, Lauryl Glucoside, Cocos Nucifera (Coconut) Water*, Olea Europaea (Olive) Leaf Extract*, Coco-Glucoside, Glycerin*, Magnesium Sulfate, Leuconostoc/Radish Root Ferment Filtrate, Diheptyl Succinate, Sodium PCA, Avena Sativa (Oat) Kernel Extract, Gluconolactone, Citric Acid, Argania Spinosa (Argan) Kernel Oil*, Lavandula Angustifolia (Lavender) Oil*, Lavandula Hybrida (Lavender) Oil*, Capryloyl Glycerin/Sebacic Acid Copolymer, Xanthan Gum, Galactoarabinan, Tocopherol (Vitamin E), Panthenol, Sodium Benzoate, Potassium Sorbate"
Babies,Baby Bubble Bath,https://www.ewg.org/skindeep/products/877394-Alaffia_Bubble_Bath_Shea__Lemon_Balm_Lemon_Lavender/,,"Alaffia Bubble Bath Shea & Lemon Balm, Lemon Lavender",02,https://static.ewg.org/skindeep_images/8773/877394.jpg,"MELISSA OFFICINALIS (LEMON BALM) AQUEOUS EXTRACT, BUTYROSPERMUM PARKII (SHEA) LEAF* AQUEOUS EXTRACT, DECYL GLUCOSIDE, LAURYL GLUCOSIDE, LAVANDULA HYBRIDA (LAVENDER) OIL, CITRUS LIMONUM (LEMON) EXTRACT, BUTYROSPERMUM PARKII (SHEA) BUTTER*."
Babies,Baby Bubble Bath,https://www.ewg.org/skindeep/products/830150-BareBaby_Organics_Premium_Bubble_Bath/,BareBaby Organics,Premium Bubble Bath,02,https://static.ewg.org/skindeep_images/8301/830150.jpg,"Organic Aloe Leaf Juice, Sodium Methyl Cocoyl Taurate, Decyl Glucoside, Sodium Lauroamphoacetate, Vegetable Glycerin, Phenethyl Alcohol, Caprylyl Glycol, Ethylhexyl Glycerin, Guar Hydroxypropyltrimonium Chloride, Organic Orange Essential Oil, Organic Grapefruit Essential Oil, Organic Cucumber Fruit Extract, Organic Ginger Root Extract, Organic Parsley Extract, Organic Kiwi Extract, Organic Spinach Extract"
Babies,Baby Bubble Bath,https://www.ewg.org/skindeep/products/877440-Burts_Bees_Baby_Bee_Bubble_Bath_Tear_Free/,Burt's Bees,"Baby Bee Bubble Bath, Tear Free",03,https://static.ewg.org/skindeep_images/8774/877440.jpg,"WATER, DECYL GLUCOSIDE, COCO-BETAINE, LAURYL GLUCOSIDE, SUCROSE LAURATE, GLYCERIN, FRAGRANCE*, BETAINE, SODIUM COCOYL HYDROLYZED SOY PROTEIN, COCO-GLUCOSIDE, GLYCERYL OLEATE, SODIUM CHLORIDE, XANTHAN GUM, GLUCOSE, CITRIC ACID, POTASSIUM IODIDE, POTASSIUM THIOCYANATE, TOCOPHEROL, GLUCOSE OXIDASE, LACTOPEROXIDASE, HYDROGENATED PALM GLYCERIDES CITRATE, LECITHIN, ASCORBYL PALMITATE, LIMONENE"
Babies,Baby Bubble Bath,https://www.ewg.org/skindeep/products/874269-Oilogic_Stuffy_Nose__Cough_Essential_Oil_Care_for_Babies__Toddlers_Vapor_Bath/,,Oilogic Stuffy Nose & Cough Essential Oil Care for Babies & Toddlers Vapor Bath,03,https://static.ewg.org/skindeep_images/8742/874269.jpg,"WATER, DECYL GLUCOSIDE, COCAMIDOPROPYL HYDROXYSULTAINE, COCAMIDOPROPYL BETAINE, COCAMIDE MIPA, DISODIUM LAURETH SULFOSUCCINATE, DISODIUM LAURYL SULFOSUCCINATE, POLYSORBATE 20, CITRUS AURANTIUM DULCIS (ORANGE) PEEL OIL, ABIES SIBIRICA (SIBERIAN FIR NEEDLE) OIL, EUCALYPTUS RADIATA (EUCALYPTUS) LEAF OIL, LAVANDULA HYBRIDA (LAVANDIN) OIL, CUPRESSUS SEMPERVIRENS (CYPRESS) LEAF/STEM, MELALEUCA ALTERNIFOLIA (TEA TREE) LEAF OIL, PHENOXYETHANOL, ETHYLHEXYLGLYCERIN."
Babies,Baby Bubble Bath,https://www.ewg.org/skindeep/products/888355-Baby_Bum_Natural_Fragrance_Bubble_Bath/,Baby Bum,Natural Fragrance Bubble Bath,03,https://static.ewg.org/skindeep_images/8883/888355.jpg,"WATER, DECYL GLUCOSIDE, GLYCERIN, DISODIUM COCOAMPHODIACETATE, FRAGRANCE, CAPRYL/CAPRAMIDOPROPYL BETAINE, ALOE BARBADENSIS LEAF JUICE, CUCUMIS SATIVUS (CUCUMBER) FRUIT EXTRACT, MUSA SAPIENTUM (BANANA) FRUIT EXTRACT, HEDYCHIUM CORONARIUM ROOT EXTRACT, GARDENIA TAITENSIS FLOWER EXTRACT, COCOS NUCIFERA (COCONUT) OIL, SEA SALT, XANTHAN GUM, CITRIC ACID, SODIUM PHYTATE, GLUCONOLACTONE, SODIUM BENZOATE, CALCIUM GLUCONATE."
Babies,Baby Bubble Bath,https://www.ewg.org/skindeep/products/879733-Johnsons_Bedtime_Bubble_Bath/,,Johnson's Bedtime Bubble Bath,04,https://static.ewg.org/skindeep_images/8797/879733.jpg,"WATER*, COCAMIDOPROPYL BETAINE*, PEG-80 SORBITAN LAURATE, PEG-150 PENTAERYTHRITYL TETRASTEARATE, PPG-2 HYDROXYETHYL COCAMIDE*, PHENOXYETHANOL, SODIUM METHYL COCOYL TAURATE*, FRAGRANCE, SODIUM BENZOATE, DECYL GLUCOSIDE*, CITRIC ACID*, ETHYLHEXYLGLYCERIN"
Babies,Baby Bubble Bath,https://www.ewg.org/skindeep/products/884448-Bela_Kids_Fizzy_Bath_Bomb_Sour_Apple/,,"Bela Kids Fizzy Bath Bomb, Sour Apple",04,https://static.ewg.org/skindeep_images/8844/884448.jpg,"SODIUM BICARBONATE, CITRIC ACID, MAGNESIUM SULFATE, KAOLIN CLAY (KAOLINITE, WHITE), SHEA BUTTER, ORGANIC COCONUT OIL, SUNFLOWER OIL (HIGH, OLEIC, FRAGRANCE, PURIFIED WATER, COSMETIC GRADE COLOR, D&C YELLOW 10 AL LAKE, FD&C BLUE 1 AL LAKE"
Babies,Baby Bubble Bath,https://www.ewg.org/skindeep/products/879725-Johnsons_Baby_Bubble_Bath/,,Johnson's Baby Bubble Bath,04,https://static.ewg.org/skindeep_images/8797/879725.jpg,"WATER*, COCAMIDOPROPYL BETAINE*, PEG-80 SORBITAN LAURATE, PEG-150 PENTAERYTHRITYL TETRASTEARATE, PPG-2 HYDROXYETHYL COCAMIDE*, PHENOXYETHANOL, SODIUM METHYL COCOYL TAURATE, SODIUM BENZOATE, DECYL GLUCOSIDE*, FRAGRANCE, CITRIC ACID*, ETHYLHEXYLGLYCERIN"
Babies,Baby Bubble Bath,https://www.ewg.org/skindeep/products/881669-Johnsons_Soothing_Vapor_Bath/,,Johnson's Soothing Vapor Bath,04,https://static.ewg.org/skindeep_images/8816/881669.jpg,"WATER*, COCAMIDOPROPYL BETAINE*, PEG-80 SORBITAN LAURATE, GLYCERIN*, PEG-150 PENTAERYTHRITYL TETRASTEARATE, PPG-2 HYDROXYETHYL COCAMIDE*, PHENOXYETHANOL, SODIUM METHYL COCOYL TAURATE*, SODIUM BENZOATE, GLYCOL DISTEARATE*, FRAGRANCE, DECYL GLUCOSIDE*, LAURETH-4, CITRIC ACID*, ETHYLHEXYLGLYCERIN"
